laptop_id,cpu_usage,memory_usage,disk_health,battery_health,uptime,issue_category
6432,43.63661164796806,69.29021867142501,97.20691985041007,84.7892565897649,60.75165217968842,Normal Operation
2352,14.476791732865557,41.74389942286736,93.77295527854183,81.73671122621599,11.82635648579835,Normal Operation
3297,42.31753128806518,44.259300711028956,95.60690727142915,90.95498830870912,26.904916631334675,Normal Operation
7899,99.74897722614267,66.25131069747509,80.78791400834695,96.84231008517321,61.863915488414534,CPU Overload or Thermal Throttling
5197,28.1785307394151,42.09696356851713,96.5889958945756,99.26102753005456,34.61013213698831,Normal Operation
8235,30.973821472580628,94.28719239125692,96.25259285188865,87.99293519047573,34.57736070992369,Memory Leak or Insufficient RAM
4659,12.817848864157831,38.24711079304203,81.86158671777925,93.04189209397384,45.25829025174879,Normal Operation
5134,49.44858240491515,59.982062367397184,86.6566534150036,78.16394811736286,56.20686185991025,Normal Operation
45,38.721897670119176,60.39031801159183,86.71932902225662,86.51231568775245,99.55867910642668,Normal Operation
6279,22.06451072486594,51.33566006274281,91.38965505037368,71.36443552446002,17.539081768396215,Normal Operation
7210,97.26559242112329,47.58370426184636,85.41109282365048,70.80166573355791,29.67011248772383,CPU Overload or Thermal Throttling
9074,36.42472526844726,64.3494841940755,1.7676826233685994,94.43363356536038,55.12357168403843,Imminent Disk Failure or Bad Sectors
9362,31.048439076624955,50.33967398649366,38.19153382330396,98.93501014051341,81.07027042781986,Imminent Disk Failure or Bad Sectors
2191,47.78564074868498,46.79694055575944,99.14412121985877,76.86614604599069,36.08357556307277,Normal Operation
1601,38.773328564855305,48.599487369278016,88.01090885617953,77.40101957704333,40.51307615424232,Normal Operation
4392,29.951564299975523,49.20162969913411,83.25836947717649,74.47736220726794,30.939325605860745,Normal Operation
9243,26.22982875493936,46.27949704020183,46.36750349415102,76.08024209689572,74.2940009826665,Imminent Disk Failure or Bad Sectors
8500,30.71002395425806,92.51881163120362,82.48497953032545,71.1004826774935,51.29925772846388,Memory Leak or Insufficient RAM
9409,23.41353704979468,54.2240902816819,11.586459170008773,96.01037929040392,99.18927478448755,Imminent Disk Failure or Bad Sectors
5167,42.65535509672473,38.07982826251634,80.38963955496868,92.19927350207007,48.74396800883651,Normal Operation
9144,45.07867545710273,47.33130183816813,2.1531838086066015,86.65261450093215,10.018144834563891,Imminent Disk Failure or Bad Sectors
7555,91.66618694159355,53.40904011823056,84.52640807537792,96.81068459218505,35.48056968717115,CPU Overload or Thermal Throttling
6130,49.02899154973857,40.335688570164265,83.32479977141772,98.72334474708121,45.213585884418116,Normal Operation
1216,28.8185316758528,41.26544795292507,87.2284725029147,97.30049312470732,83.27842289070931,Normal Operation
752,11.343506858727723,45.91498440475582,84.0855380778077,95.34656083286136,11.953086076701124,Normal Operation
9852,21.48805735090191,45.481507210013255,6.8160796980457015,97.82268870321181,99.11976561590494,Imminent Disk Failure or Bad Sectors
5378,34.121574317105306,54.68819506064118,92.58892299936622,77.27036040530969,21.356652860091785,Normal Operation
2805,21.378730085119816,58.37345005407434,94.38578271978253,73.48335590243298,95.35146919229692,Normal Operation
7134,89.41577473482067,38.51456637551365,89.6087837251597,93.06533404055672,8.406382938466017,CPU Overload or Thermal Throttling
3035,12.962601818441959,61.36296172392296,89.33246333648546,72.74130287295988,52.37844412167859,Normal Operation
7951,87.281229619935,56.8707562101129,88.21613185900208,77.11486722921525,22.231707130014833,CPU Overload or Thermal Throttling
165,11.108076109139141,64.71505418259943,90.42423430448197,71.52002263020626,31.959909286722976,Normal Operation
2226,44.46585315955687,57.38384725562851,81.16058197138145,75.01859219477608,31.417712853353763,Normal Operation
550,27.159188084525802,57.14540158129249,91.49110546699875,85.10097949151394,79.75351683110964,Normal Operation
9231,36.77616157121042,63.28420537704219,38.246347145685036,88.4893617312382,14.862841524626702,Imminent Disk Failure or Bad Sectors
9332,12.635239868334963,43.78067502194455,12.580152880496364,71.73820421080151,71.26930326000627,Imminent Disk Failure or Bad Sectors
3504,21.217230208261274,34.9452271061161,92.8484796534217,70.67558526301382,20.508505857017067,Normal Operation
4149,26.494851986548756,69.76078332119214,84.41683767950995,86.01410980722663,44.42260329173789,Normal Operation
8961,16.86674045989204,89.99297905760861,88.13724512440986,70.40193183002884,38.44435912111048,Memory Leak or Insufficient RAM
8463,42.915252605445986,89.20657070696528,96.28707546383374,81.34307974328254,7.729872747491395,Memory Leak or Insufficient RAM
2342,42.021123616165006,53.49557108609174,83.9201310483941,74.77598405718388,65.10719399290404,Normal Operation
7858,93.2349615722836,53.81122569072188,86.29143747992947,84.85993560367582,26.164337070167843,CPU Overload or Thermal Throttling
7470,87.91051738186955,44.35403728365,88.38244733544138,71.85378035269319,94.38526609964389,CPU Overload or Thermal Throttling
988,16.4057450824208,69.24623788443556,95.19102650402886,94.0555187456927,79.1160586431559,Normal Operation
7703,87.74712478654435,64.85656097095514,86.97529875107607,80.54793562752512,17.788915918984426,CPU Overload or Thermal Throttling
4868,40.31978971095552,63.131124847526216,81.13574156773895,83.98907098789235,7.0850317903790145,Normal Operation
