equipmentId,temperature,vibration,load,ambientTemp,humidity,failureCategory
125,74.36267658974363,0.03624753963496701,39.33076038828756,34.29084779092443,60.54270392587427,Normal Operation
4181,70.56008355688127,0.07756356666742542,62.415138243313436,28.35099422652387,53.67124386249796,Normal Operation
6575,73.01055212773096,0.0067201629788115015,61.61954811476514,31.96099439279962,41.64199399733903,Normal Operation
4074,62.651260575685264,0.036116802887338754,48.998044654992725,30.773942298577982,63.160376179853046,Normal Operation
7182,82.46292867838349,0.03944578998647282,41.636565032413145,31.425094893940667,41.05861716839393,Insulation Breakdown or Cooling System Failure
5965,70.92295354284906,0.054521056875573785,49.30168426041051,22.800858699932128,44.50647997382443,Normal Operation
2217,73.97402707175534,0.065304283163036,63.739346833010906,25.92078864039403,58.26701076294374,Normal Operation
2616,66.47826425844602,0.05763516678278152,51.80800865129985,34.36314151238198,33.488987145267124,Normal Operation
3536,73.72027079944793,0.0665315356379205,57.2922786503903,32.27642535928864,63.346388013200865,Normal Operation
1369,70.62193789836536,0.05386630305586015,40.233943550752,24.635283362449925,60.04534238372911,Normal Operation
5181,68.60580027759416,0.04221122957702954,33.284516918939715,20.091943836070257,44.44906589277322,Normal Operation
353,65.01932544382024,0.030950411193129607,37.098985184783196,31.16414825071553,50.69352102065008,Normal Operation
844,71.94667967980666,0.030143390614044332,35.21700946782926,23.65367978965451,53.096498207097866,Normal Operation
3109,66.02122440061756,0.018630226798299603,32.150674475585625,24.848610483134696,32.4146019275689,Normal Operation
6892,68.4107460043963,0.022135752615576116,40.879284079516836,22.156986211404035,62.21632384199525,Normal Operation
4104,73.57512128977918,0.05223667238120816,58.557369964119005,32.71322287332612,58.56862787678165,Normal Operation
7006,91.92288043301389,0.07334183379953407,57.14758746207123,20.955833330477233,60.48875375350215,Insulation Breakdown or Cooling System Failure
1137,68.23538441020885,0.025949596251616438,61.55505370949449,20.01637281858785,69.90259486813497,Normal Operation
7601,87.90704292134802,0.03781777322014851,64.96231108564209,32.53511633096694,37.84921985675319,Insulation Breakdown or Cooling System Failure
1271,65.24446253482382,0.07647516098908097,52.18132501271704,28.80695267043853,43.19608636385732,Normal Operation
5904,64.8830442833688,0.012473995508332135,54.2416007568562,26.863579740733332,62.04013944624008,Normal Operation
3181,66.0561928498384,0.07882275608719186,50.511936876068035,22.122150066955903,66.90421326334021,Normal Operation
230,69.03510280645752,0.051423453581590374,40.22722791947493,30.47907019844697,62.9300912816628,Normal Operation
6611,64.08633760424452,0.03462346036135705,42.21310384621354,29.057180714181136,65.43406803038545,Normal Operation
5709,70.75235436084026,0.06885839964965638,57.37858620831532,21.96547972466461,34.480084364444764,Normal Operation
5587,73.92272186144564,0.01753114606607748,32.52807965050914,27.694389625477402,35.68074058609016,Normal Operation
9380,71.37951227771521,0.03981323842740162,92.39166970113261,23.546125655284293,54.45486513169487,Overload or Imbalanced Load
4499,67.34586444593086,0.014168420083604865,60.48358249956104,21.44926710234846,32.93390317642582,Normal Operation
3583,71.13755807393375,0.018371360096509567,52.46996178675933,28.244521454703225,56.15635056403159,Normal Operation
2112,73.55519700181917,0.0755164080437954,59.82975872865538,28.041842818966288,31.86431204501233,Normal Operation
7086,83.08193865070787,0.00924382196111055,43.84878229888008,21.373127857083578,43.00622280554388,Insulation Breakdown or Cooling System Failure
3660,69.67486495394942,0.01852994282292988,43.11119439737975,25.562991038163382,36.97644573377094,Normal Operation
5507,60.039501489409744,0.02745096242031856,42.638007676412556,31.605074402316514,41.55858602839922,Normal Operation
9977,74.33069133428359,0.07195276776631496,92.87952785859474,27.31418183673797,62.87838812138523,Overload or Imbalanced Load
7056,82.75452581404244,0.0648086815969202,30.90036955790268,31.2907338620578,57.206262293153856,Insulation Breakdown or Cooling System Failure
272,66.53655784664222,0.009456288934158348,33.557903840468455,26.32143071850021,31.51605052919289,Normal Operation
8700,74.33316154176757,0.14913707503304988,58.652126789346205,20.354750050009887,36.342896895374395,Mechanical Wear or Loose Components
2552,68.68344119331508,0.07895895843128596,57.93885559591275,29.77622160531873,65.94054815619279,Normal Operation
3425,61.13177391442216,0.020517220505056742,44.57117371756777,30.501118953316805,60.92467942616542,Normal Operation
855,61.74420723608523,0.025984901911028056,56.87391762092797,24.512004157380126,54.35288009227375,Normal Operation
2169,68.12937693416353,0.05786996214342227,45.27991315239111,28.163667761609496,66.20426521432427,Normal Operation
1411,69.45627212005311,0.07335787087508659,45.36878433974499,22.38070578906664,38.599281167602314,Normal Operation
6355,73.58519338408924,0.057762700935304896,37.76851892754079,34.46638590557716,57.791214238644976,Normal Operation
379,69.42850378801047,0.02984619030147976,58.55159593458894,25.013245099343802,60.061369289654245,Normal Operation
3249,61.78552953337937,0.06835343783619846,31.102352953698166,26.011953456270913,48.668494157916236,Normal Operation
7021,92.34801415331502,0.023892098408535015,60.93904951379117,25.253126801246772,52.762068066682076,Insulation Breakdown or Cooling System Failure
